chr6	12708087	12780306
chr12	114510808	114514553
chr15	101252266	101255404
chr16	34555572	34583319
chr22	35192988	35240040
chr1	17544461	17581358
chr1	18483609	18517108
chr1	175720979	175729847
chr2	122840526	122934510
chr3	75177487	75214196
chr9	79729213	80260001
chr10	19870324	19883867
chr15	72711363	72718613
chr15	84512323	84579329
chr15	85972948	86021517
chr16	33266655	33404783
chr12	13640854	13663950
chr15	85921425	85929773
chr16	33115421	33415086
chr16	34603968	34729142
chr19	39304558	39755476
chr1	181616892	181762428
chr2	91814753	91851955
chr2	157133495	157179214
chr3	119969863	120089964
chr3	131751015	131821052
chr4	82414714	82482103
chr5	149045193	149063868
chr5	173133189	173197953
chr6	133130767	133409438
chr7	94914683	94989127
chr8	23490364	23557814
chr9	29730104	29770577
chr10	37963217	37985254
chr12	58292693	58336236
chr18	50866402	50921454
chr1	175861788	175880235
chr2	57396155	57425453
chr2	217633249	217653460
chr9	79729740	80243273
chr13	76054057	76062999
chr14	92609781	92618531
chr15	72705996	72716881
chr19	36283095	36286676
chr19	36802261	39148762
chr4	15888224	15929769
chr4	16012724	16027621
chr8	15400972	15422911
chr9	110186217	110221953
chr10	21262742	21282029
chr11	46441627	46457298
chr15	72712172	72717830
chr15	84510005	84529634
chr15	85954066	86024008
chr15	101240549	101255607
chr16	33306184	33417033
chr16	34578604	34585679
chr20	35186474	35209672
chr22	44833681	44839975
chr15	101231893	101292359
chr22	35177615	35266613
chr6	12342632	12439987
chr8	18849236	19063006
chr8	20183296	20342767
chr8	144171825	144180157
chr9	20495684	20515762
chr15	85971349	86013631
chr16	33303724	33384810
chrX	115422496	115899810
chrX	115956323	116473433
chr1	69070245	69149030
chr1	81149799	81389063
chr1	218208851	218317599
chr1	225888988	225927944
chr2	207722421	207772919
chr7	16621956	16678713
chr7	103695792	103754255
chr8	63694713	63890476
chr8	65264317	65486357
chr9	132348963	132384620
chr12	119578572	119634602
chr14	59262987	59381084
chr15	75156461	75239493
chr19	36308653	36811075
chr22	34644356	34656806
chr1	213666195	213671788
chr3	86807643	86813295
chr8	18959990	19082005
chr8	20111095	20245347
chr8	110517949	110524923
chr15	72712358	72718541
chr15	86006458	86009506
chr16	34497092	34535086
chr19	35802806	36239124
chr19	36307622	39504696
chr2	144612349	144618869
chr2	229744890	229760834
chr3	183257765	183266805
chr5	33228474	33265329
chr8	21944123	21961884
chr10	57345495	58137825
chr10	58459792	59339712
chr11	122778234	122814000
chr11	128908745	128928631
chr12	23720761	23729657
chr15	85977755	86011483
chr17	48136559	48245169
chr17	49789287	49872937
chr18	12740506	12740764
chr18	24045268	24064675
chr20	30222430	30228172
