chr8	124504703	124510484
chr15	101904717	101915833
chr6	111826570	111867931
chr10	99717631	99760220
chr16	62390387	62591852
chr16	63796349	64084288
chr1	209825423	209850438
chr14	88908189	88927386
chr15	101866888	101931034
chr16	62411395	62641389
chr16	63792797	63853397
chr6	108343775	108503380
chr2	216871208	216873308
chr16	62485097	62607753
chr16	63782894	63791105
chrX	130015746	130033497
chr6	41486106	41504381
chr8	113229472	113229883
chr15	101907618	101922781
chr16	55722500	55736833
chr16	56430405	56491176
chr16	62501200	62615864
chr16	63778317	63778379
